shipment_id,origin,destination,dispatch_date,delivery_date,delay_days,disruption_type,risk_score,source
21523,,,2023-06-16 19:00:00,,-0.9482386895467618,Moderate Risk,0.6531698834676679,dynamic_logistics
21524,,,2023-06-16 20:00:00,,5.3014621368483645,High Risk,0.9979204367562512,dynamic_logistics
21525,,,2023-06-16 21:00:00,,-1.7642808689514506,High Risk,0.9702013271397816,dynamic_logistics
21526,,,2023-06-16 22:00:00,,9.927405607483797,High Risk,0.7643220559741298,dynamic_logistics
21527,,,2023-06-16 23:00:00,,9.58449982047306,High Risk,0.9945978733115576,dynamic_logistics
21528,,,2023-06-17 00:00:00,,3.552532759024885,High Risk,0.9236244810911464,dynamic_logistics
21529,,,2023-06-17 01:00:00,,8.712300354102675,High Risk,0.9999217742632494,dynamic_logistics
21530,,,2023-06-17 02:00:00,,6.683521716946203,High Risk,0.7967757761268566,dynamic_logistics
21531,,,2023-06-17 03:00:00,,-1.6929623198052082,High Risk,0.983240665401678,dynamic_logistics
21532,,,2023-06-17 04:00:00,,-1.983231971993873,Low Risk,0.1462067343608287,dynamic_logistics
21533,,,2023-06-17 05:00:00,,3.5113105129173867,High Risk,0.9073447782614082,dynamic_logistics
21534,,,2023-06-17 06:00:00,,-1.0382960440020992,High Risk,0.995920020800987,dynamic_logistics
21535,,,2023-06-17 07:00:00,,0.9168437396643832,High Risk,0.9985327713209938,dynamic_logistics
21536,,,2023-06-17 08:00:00,,1.066501680337999,High Risk,0.9980449271482996,dynamic_logistics
21537,,,2023-06-17 09:00:00,,2.035027166278465,High Risk,0.9581674578158976,dynamic_logistics
21538,,,2023-06-17 10:00:00,,9.812241662090866,Moderate Risk,0.6749267800345085,dynamic_logistics
21539,,,2023-06-17 11:00:00,,4.683441982075189,High Risk,0.9990525234181667,dynamic_logistics
21540,,,2023-06-17 12:00:00,,9.507482322547284,High Risk,0.7380240498583829,dynamic_logistics
21541,,,2023-06-17 13:00:00,,9.998672750960392,High Risk,0.9970635581235626,dynamic_logistics
21542,,,2023-06-17 14:00:00,,8.318234255089818,High Risk,0.9953685721138862,dynamic_logistics
21543,,,2023-06-17 15:00:00,,-1.9705158290959497,High Risk,0.888825399346299,dynamic_logistics
21544,,,2023-06-17 16:00:00,,7.596149745146697,Moderate Risk,0.5582013350577273,dynamic_logistics
21545,,,2023-06-17 17:00:00,,-1.1939127616635374,High Risk,0.8808136916569096,dynamic_logistics
21546,,,2023-06-17 18:00:00,,7.161850580522124,High Risk,0.9956936418674198,dynamic_logistics
21547,,,2023-06-17 19:00:00,,5.425643815556223,High Risk,0.8883464840013514,dynamic_logistics
21548,,,2023-06-17 20:00:00,,6.877673929517034,High Risk,0.9947087970798943,dynamic_logistics
21549,,,2023-06-17 21:00:00,,2.2614132417361423,High Risk,0.9999999979368136,dynamic_logistics
21550,,,2023-06-17 22:00:00,,0.0489769795740899,Low Risk,0.0484120134632355,dynamic_logistics
21551,,,2023-06-17 23:00:00,,-0.3602471670187621,High Risk,0.9999425313808268,dynamic_logistics
21552,,,2023-06-18 00:00:00,,9.663398361241516,High Risk,0.9247015339778558,dynamic_logistics
21553,,,2023-06-18 01:00:00,,0.7854147371213411,High Risk,0.987599776005489,dynamic_logistics
21554,,,2023-06-18 02:00:00,,-1.9006136864588623,High Risk,0.8511449093377832,dynamic_logistics
21555,,,2023-06-18 03:00:00,,-1.9336889818123524,High Risk,0.9999082472977008,dynamic_logistics
21556,,,2023-06-18 04:00:00,,9.926026554111392,High Risk,0.9999999699489972,dynamic_logistics
21557,,,2023-06-18 05:00:00,,6.146327572580976,High Risk,0.8045927445441552,dynamic_logistics
21558,,,2023-06-18 06:00:00,,-1.1125926418278953,High Risk,0.9469976297969698,dynamic_logistics
21559,,,2023-06-18 07:00:00,,1.205602370346294,High Risk,0.9865535349107772,dynamic_logistics
21560,,,2023-06-18 08:00:00,,9.13946547929163,High Risk,0.9959065677125548,dynamic_logistics
21561,,,2023-06-18 09:00:00,,-1.934259916255986,High Risk,0.8733689178161991,dynamic_logistics
21562,,,2023-06-18 10:00:00,,9.885534909053105,High Risk,0.9998816312715686,dynamic_logistics
21563,,,2023-06-18 11:00:00,,8.352426372355096,High Risk,0.9895081706619142,dynamic_logistics
21564,,,2023-06-18 12:00:00,,4.633863315559391,Low Risk,0.1717070112849399,dynamic_logistics
21565,,,2023-06-18 13:00:00,,8.466365371777952,High Risk,0.9988660100356288,dynamic_logistics
21566,,,2023-06-18 14:00:00,,1.0631370431646276,High Risk,0.99999812016732,dynamic_logistics
21567,,,2023-06-18 15:00:00,,3.823071259461845,Moderate Risk,0.3139932460700456,dynamic_logistics
21568,,,2023-06-18 16:00:00,,4.565263178859507,High Risk,0.7783796200254103,dynamic_logistics
21569,,,2023-06-18 17:00:00,,9.991957906021836,High Risk,0.9999997905216188,dynamic_logistics
21570,,,2023-06-18 18:00:00,,2.93184177879872,High Risk,0.9886336326363012,dynamic_logistics
21571,,,2023-06-18 19:00:00,,-0.2242445975924623,High Risk,0.9999949353051096,dynamic_logistics
21572,,,2023-06-18 20:00:00,,0.1332087167988129,High Risk,0.7929303081603146,dynamic_logistics
21573,,,2023-06-18 21:00:00,,9.821075180051224,High Risk,0.7519180024540806,dynamic_logistics
21574,,,2023-06-18 22:00:00,,6.170807963420916,Low Risk,0.076871989593583,dynamic_logistics
21575,,,2023-06-18 23:00:00,,6.331389694464072,Low Risk,0.183793743388409,dynamic_logistics
21576,,,2023-06-19 00:00:00,,-1.207739629364632,High Risk,0.999832634044501,dynamic_logistics
21577,,,2023-06-19 01:00:00,,9.09190741742842,Moderate Risk,0.4881951725751909,dynamic_logistics
21578,,,2023-06-19 02:00:00,,9.993772047885791,High Risk,0.989633843185539,dynamic_logistics
21579,,,2023-06-19 03:00:00,,5.749472792560487,Moderate Risk,0.6278845080841224,dynamic_logistics
21580,,,2023-06-19 04:00:00,,9.712720617832844,High Risk,0.9266117672418293,dynamic_logistics
21581,,,2023-06-19 05:00:00,,6.819862844251947,High Risk,0.9002044757655852,dynamic_logistics
21582,,,2023-06-19 06:00:00,,9.990227247078794,Moderate Risk,0.6166661329597095,dynamic_logistics
21583,,,2023-06-19 07:00:00,,1.5499614787572646,Moderate Risk,0.3310637260627486,dynamic_logistics
21584,,,2023-06-19 08:00:00,,-0.9453396102395764,Low Risk,0.0261506221900241,dynamic_logistics
21585,,,2023-06-19 09:00:00,,6.454613278862459,High Risk,0.7288992624357324,dynamic_logistics
21586,,,2023-06-19 10:00:00,,1.2647426651388134,High Risk,0.9992130379757996,dynamic_logistics
21587,,,2023-06-19 11:00:00,,-1.35187127084622,High Risk,0.8568568837625405,dynamic_logistics
21588,,,2023-06-19 12:00:00,,6.851581987320779,Moderate Risk,0.4838736176608537,dynamic_logistics
21589,,,2023-06-19 13:00:00,,-1.1528438611309864,High Risk,0.9507203439243438,dynamic_logistics
21590,,,2023-06-19 14:00:00,,4.122652859299189,High Risk,0.8422706168042404,dynamic_logistics
21591,,,2023-06-19 15:00:00,,-1.8147040885234844,Low Risk,0.0383988713511652,dynamic_logistics
21592,,,2023-06-19 16:00:00,,4.702592796001632,High Risk,0.9008038265446924,dynamic_logistics
21593,,,2023-06-19 17:00:00,,6.935114379876564,Moderate Risk,0.5387801075326772,dynamic_logistics
21594,,,2023-06-19 18:00:00,,4.370542355180247,High Risk,0.9999693675377505,dynamic_logistics
21595,,,2023-06-19 19:00:00,,9.828070868998475,High Risk,0.999995806711946,dynamic_logistics
21596,,,2023-06-19 20:00:00,,4.47189839444265,High Risk,0.9961762114539756,dynamic_logistics
21597,,,2023-06-19 21:00:00,,9.785887008704716,High Risk,0.9955978692659656,dynamic_logistics
21598,,,2023-06-19 22:00:00,,7.933818928006842,High Risk,0.9999822872945427,dynamic_logistics
21599,,,2023-06-19 23:00:00,,9.54646357568068,High Risk,0.9696058151960112,dynamic_logistics
21600,,,2023-06-20 00:00:00,,8.21187038068616,High Risk,0.999059083372316,dynamic_logistics
21601,,,2023-06-20 01:00:00,,7.151534728908352,High Risk,0.9998374456617792,dynamic_logistics
21602,,,2023-06-20 02:00:00,,9.661405308195878,High Risk,0.938504703844422,dynamic_logistics
21603,,,2023-06-20 03:00:00,,-1.0096960875264056,High Risk,0.9932237932470838,dynamic_logistics
21604,,,2023-06-20 04:00:00,,9.998536910196838,High Risk,0.8556362361181271,dynamic_logistics
21605,,,2023-06-20 05:00:00,,9.958471935769603,High Risk,0.9914245855845426,dynamic_logistics
21606,,,2023-06-20 06:00:00,,9.885960989932366,Low Risk,0.0076494821740252,dynamic_logistics
21607,,,2023-06-20 07:00:00,,9.082268440549996,High Risk,0.9743685292700612,dynamic_logistics
21608,,,2023-06-20 08:00:00,,2.345714299164423,High Risk,0.9996764843443112,dynamic_logistics
21609,,,2023-06-20 09:00:00,,-1.8553174353142392,High Risk,0.999999999999845,dynamic_logistics
21610,,,2023-06-20 10:00:00,,8.086098203298492,High Risk,0.9970527025464276,dynamic_logistics
21611,,,2023-06-20 11:00:00,,6.230614158479186,High Risk,0.8753444896969782,dynamic_logistics
21612,,,2023-06-20 12:00:00,,6.1967614232726405,High Risk,0.9994270497073546,dynamic_logistics
21613,,,2023-06-20 13:00:00,,8.17785142497834,High Risk,0.9982534248824284,dynamic_logistics
21614,,,2023-06-20 14:00:00,,1.320677973604334,High Risk,0.8670209930900132,dynamic_logistics
21615,,,2023-06-20 15:00:00,,2.9500975466211568,High Risk,0.8552590650088302,dynamic_logistics
21616,,,2023-06-20 16:00:00,,-1.1265783742619022,Moderate Risk,0.5982305238936814,dynamic_logistics
21617,,,2023-06-20 17:00:00,,-1.7401632374082745,High Risk,0.9999982201372738,dynamic_logistics
21618,,,2023-06-20 18:00:00,,6.9238294473618645,High Risk,0.999103767284754,dynamic_logistics
21619,,,2023-06-20 19:00:00,,9.801030022104795,Moderate Risk,0.4021348466629291,dynamic_logistics
21620,,,2023-06-20 20:00:00,,2.050018985409096,High Risk,0.8816962548430151,dynamic_logistics
21621,,,2023-06-20 21:00:00,,9.121267320741731,High Risk,0.9915522024526604,dynamic_logistics
21622,,,2023-06-20 22:00:00,,4.323337629226188,High Risk,0.9998312757896252,dynamic_logistics
21623,,,2023-06-20 23:00:00,,3.748232569368934,High Risk,0.9995116954719432,dynamic_logistics
21624,,,2023-06-21 00:00:00,,8.156400922601398,High Risk,0.998757198508268,dynamic_logistics
21625,,,2023-06-21 01:00:00,,0.9650645690680948,Moderate Risk,0.650111296216832,dynamic_logistics
21626,,,2023-06-21 02:00:00,,9.836885170679954,High Risk,0.8409334194543201,dynamic_logistics
21627,,,2023-06-21 03:00:00,,6.586064069497708,High Risk,0.8876367196203069,dynamic_logistics
21628,,,2023-06-21 04:00:00,,7.39744812716599,High Risk,0.9281601321294456,dynamic_logistics
21629,,,2023-06-21 05:00:00,,4.7485780977917305,High Risk,0.9973006187188748,dynamic_logistics
21630,,,2023-06-21 06:00:00,,8.6063764663967,High Risk,0.9730749736687608,dynamic_logistics
21631,,,2023-06-21 07:00:00,,5.892313309233384,High Risk,0.999885641593456,dynamic_logistics
21632,,,2023-06-21 08:00:00,,-0.8943236218310893,High Risk,0.9831201296751136,dynamic_logistics
21633,,,2023-06-21 09:00:00,,9.999628944512985,High Risk,0.994367452077173,dynamic_logistics
21634,,,2023-06-21 10:00:00,,-0.4425673312777998,High Risk,0.9324088229546468,dynamic_logistics
21635,,,2023-06-21 11:00:00,,9.998840712144515,High Risk,0.9959265170630386,dynamic_logistics
21636,,,2023-06-21 12:00:00,,8.39165066274883,High Risk,0.7671995557818347,dynamic_logistics
21637,,,2023-06-21 13:00:00,,6.500707993480049,High Risk,0.9311438643543885,dynamic_logistics
21638,,,2023-06-21 14:00:00,,0.1359226480912183,High Risk,0.8016678450408373,dynamic_logistics
21639,,,2023-06-21 15:00:00,,4.17289767899736,Moderate Risk,0.3028514609497796,dynamic_logistics
21640,,,2023-06-21 16:00:00,,9.442418177421098,High Risk,0.7283580410066399,dynamic_logistics
21641,,,2023-06-21 17:00:00,,1.6696589623617235,High Risk,0.983887652784406,dynamic_logistics
21642,,,2023-06-21 18:00:00,,0.2500213112676905,Moderate Risk,0.6816757893900053,dynamic_logistics
21643,,,2023-06-21 19:00:00,,-1.9136644000443663,High Risk,0.9999935137292678,dynamic_logistics
21644,,,2023-06-21 20:00:00,,7.823950522581487,Moderate Risk,0.664903998071924,dynamic_logistics
21645,,,2023-06-21 21:00:00,,6.446542925174537,High Risk,0.747648892961708,dynamic_logistics
21646,,,2023-06-21 22:00:00,,9.994182047376263,High Risk,0.9998731968513758,dynamic_logistics
21647,,,2023-06-21 23:00:00,,7.966817627524506,High Risk,0.7599825036213282,dynamic_logistics
21648,,,2023-06-22 00:00:00,,8.679834149205577,High Risk,0.9950312109743268,dynamic_logistics
21649,,,2023-06-22 01:00:00,,3.026012000778333,High Risk,0.721129631990113,dynamic_logistics
21650,,,2023-06-22 02:00:00,,-1.5374481874087758,High Risk,0.9999588802967154,dynamic_logistics
21651,,,2023-06-22 03:00:00,,9.379116795426151,Moderate Risk,0.6334213957852588,dynamic_logistics
21652,,,2023-06-22 04:00:00,,-1.2227347622118108,Moderate Risk,0.3659693651689004,dynamic_logistics
21653,,,2023-06-22 05:00:00,,9.99005140584603,High Risk,0.9992955874683636,dynamic_logistics
21654,,,2023-06-22 06:00:00,,9.987665515903798,Low Risk,0.1465633016662651,dynamic_logistics
21655,,,2023-06-22 07:00:00,,9.1075299619803,Moderate Risk,0.5402065632043436,dynamic_logistics
21656,,,2023-06-22 08:00:00,,4.919595703720673,High Risk,0.9997094537285311,dynamic_logistics
21657,,,2023-06-22 09:00:00,,-1.309745021849383,High Risk,0.9999884313664166,dynamic_logistics
21658,,,2023-06-22 10:00:00,,1.300656804477189,Moderate Risk,0.3628738050731079,dynamic_logistics
21659,,,2023-06-22 11:00:00,,2.4520865118328725,High Risk,0.9999382729136536,dynamic_logistics
21660,,,2023-06-22 12:00:00,,3.989302051546595,High Risk,0.99999849667316,dynamic_logistics
21661,,,2023-06-22 13:00:00,,7.662922515426956,Moderate Risk,0.3449122958017061,dynamic_logistics
21662,,,2023-06-22 14:00:00,,-1.0575454462533274,High Risk,0.9957693499376168,dynamic_logistics
21663,,,2023-06-22 15:00:00,,-1.141547683400043,High Risk,0.9145773955823284,dynamic_logistics
21664,,,2023-06-22 16:00:00,,9.334154564780514,Low Risk,0.0194021611083386,dynamic_logistics
21665,,,2023-06-22 17:00:00,,9.94518539467427,High Risk,0.9112063693443736,dynamic_logistics
21666,,,2023-06-22 18:00:00,,9.990873700749132,High Risk,0.8760009876526743,dynamic_logistics
21667,,,2023-06-22 19:00:00,,8.376142261604967,Moderate Risk,0.5145117629719447,dynamic_logistics
21668,,,2023-06-22 20:00:00,,7.037712967404666,High Risk,0.9285343495633576,dynamic_logistics
21669,,,2023-06-22 21:00:00,,7.594516381425214,High Risk,0.995578552731871,dynamic_logistics
21670,,,2023-06-22 22:00:00,,8.885526165783428,Low Risk,0.2798351051284673,dynamic_logistics
21671,,,2023-06-22 23:00:00,,1.455334511435599,High Risk,0.8452423551480298,dynamic_logistics
21672,,,2023-06-23 00:00:00,,4.1891394727599565,Moderate Risk,0.6118356846757746,dynamic_logistics
21673,,,2023-06-23 01:00:00,,-1.6728356851748345,Moderate Risk,0.4545191852238854,dynamic_logistics
21674,,,2023-06-23 02:00:00,,7.863139359717165,High Risk,0.9999734749650164,dynamic_logistics
21675,,,2023-06-23 03:00:00,,-0.3224642797440138,High Risk,0.9522717313157196,dynamic_logistics
21676,,,2023-06-23 04:00:00,,1.1614525459157274,High Risk,0.9999204726785272,dynamic_logistics
21677,,,2023-06-23 05:00:00,,2.0166937703541423,Moderate Risk,0.6601945868855768,dynamic_logistics
21678,,,2023-06-23 06:00:00,,7.369208664612708,Moderate Risk,0.6413166308201315,dynamic_logistics
21679,,,2023-06-23 07:00:00,,5.680504608656085,High Risk,0.99999344756232,dynamic_logistics
21680,,,2023-06-23 08:00:00,,9.263055780790028,High Risk,0.9336583760586336,dynamic_logistics
21681,,,2023-06-23 09:00:00,,-1.9799033983823755,Low Risk,0.1720978787609375,dynamic_logistics
21682,,,2023-06-23 10:00:00,,-0.6902363475882414,High Risk,0.9386988375166564,dynamic_logistics
21683,,,2023-06-23 11:00:00,,9.667030000572424,High Risk,0.8327399050509702,dynamic_logistics
21684,,,2023-06-23 12:00:00,,-1.0462582977087609,High Risk,0.9998413493416644,dynamic_logistics
21685,,,2023-06-23 13:00:00,,0.0213035564562065,High Risk,0.9859235032215552,dynamic_logistics
21686,,,2023-06-23 14:00:00,,9.905560394182604,High Risk,0.9978818384109768,dynamic_logistics
21687,,,2023-06-23 15:00:00,,6.067042879730142,High Risk,0.9999999526719596,dynamic_logistics
21688,,,2023-06-23 16:00:00,,9.401046057923276,Low Risk,0.2018140362290191,dynamic_logistics
21689,,,2023-06-23 17:00:00,,6.203517554028561,High Risk,0.8709235607062435,dynamic_logistics
21690,,,2023-06-23 18:00:00,,-1.2670893845171316,High Risk,0.9999094427393168,dynamic_logistics
21691,,,2023-06-23 19:00:00,,8.339450430058987,High Risk,0.9984221219076388,dynamic_logistics
21692,,,2023-06-23 20:00:00,,9.751849438225468,High Risk,0.9923530735438846,dynamic_logistics
21693,,,2023-06-23 21:00:00,,9.937494205978254,Low Risk,0.1503683347909825,dynamic_logistics
21694,,,2023-06-23 22:00:00,,5.6160317392705466,High Risk,0.999999962338978,dynamic_logistics
21695,,,2023-06-23 23:00:00,,-0.8995851790114309,High Risk,0.9986642289014108,dynamic_logistics
21696,,,2023-06-24 00:00:00,,-1.2282424626571753,High Risk,0.9681504709692408,dynamic_logistics
21697,,,2023-06-24 01:00:00,,2.84074831654293,Moderate Risk,0.5547999103347865,dynamic_logistics
21698,,,2023-06-24 02:00:00,,9.99170995069044,High Risk,0.9720439432794518,dynamic_logistics
21699,,,2023-06-24 03:00:00,,4.813162665230497,Low Risk,0.0307200224829587,dynamic_logistics
21700,,,2023-06-24 04:00:00,,3.84325620153184,High Risk,0.99987066509418,dynamic_logistics
21701,,,2023-06-24 05:00:00,,9.75519295173661,High Risk,0.999999999505788,dynamic_logistics
21702,,,2023-06-24 06:00:00,,9.419486351282336,High Risk,0.9498862716486256,dynamic_logistics
21703,,,2023-06-24 07:00:00,,9.983964119086052,High Risk,0.9992378349998392,dynamic_logistics
21704,,,2023-06-24 08:00:00,,-1.947871422417975,Moderate Risk,0.6270729612542343,dynamic_logistics
21705,,,2023-06-24 09:00:00,,8.209885117718809,High Risk,0.9513485282495996,dynamic_logistics
21706,,,2023-06-24 10:00:00,,6.348623174725946,High Risk,0.9028290046278395,dynamic_logistics
21707,,,2023-06-24 11:00:00,,8.506986307145377,Moderate Risk,0.5644928840321547,dynamic_logistics
21708,,,2023-06-24 12:00:00,,9.98966171818514,High Risk,0.9999957224362056,dynamic_logistics
21709,,,2023-06-24 13:00:00,,7.737049049752059,High Risk,0.9991667538174552,dynamic_logistics
21710,,,2023-06-24 14:00:00,,8.673495373372896,High Risk,0.9792186284741554,dynamic_logistics
21711,,,2023-06-24 15:00:00,,0.0754580205147137,High Risk,0.975234682984844,dynamic_logistics
21712,,,2023-06-24 16:00:00,,3.702037152262994,High Risk,0.9963907400350972,dynamic_logistics
21713,,,2023-06-24 17:00:00,,3.73075095471187,High Risk,0.9076532620733854,dynamic_logistics
21714,,,2023-06-24 18:00:00,,9.64703987924042,High Risk,0.9999999998406326,dynamic_logistics
21715,,,2023-06-24 19:00:00,,2.890616216505496,High Risk,0.9896044464979262,dynamic_logistics
21716,,,2023-06-24 20:00:00,,9.639627224029107,High Risk,0.989071782700034,dynamic_logistics
21717,,,2023-06-24 21:00:00,,-1.4604567249825198,High Risk,0.7727661348909961,dynamic_logistics
21718,,,2023-06-24 22:00:00,,9.314519911296886,High Risk,0.991620215533404,dynamic_logistics
21719,,,2023-06-24 23:00:00,,5.569645276881454,High Risk,0.7221265459011179,dynamic_logistics
21720,,,2023-06-25 00:00:00,,8.45185155486779,Moderate Risk,0.6026643595966779,dynamic_logistics
21721,,,2023-06-25 01:00:00,,9.907188076337809,Low Risk,0.0780408832022935,dynamic_logistics
21722,,,2023-06-25 02:00:00,,8.265572273919615,High Risk,0.9986961326937768,dynamic_logistics
21723,,,2023-06-25 03:00:00,,7.329345572251302,High Risk,0.9971142971049228,dynamic_logistics
21724,,,2023-06-25 04:00:00,,5.61001709876936,High Risk,0.9993995980137116,dynamic_logistics
21725,,,2023-06-25 05:00:00,,7.64667246660219,High Risk,0.9999528408374512,dynamic_logistics
21726,,,2023-06-25 06:00:00,,8.459737758210178,High Risk,0.9500305452010368,dynamic_logistics
21727,,,2023-06-25 07:00:00,,8.5172126385345,Low Risk,0.112034326011326,dynamic_logistics
21728,,,2023-06-25 08:00:00,,0.9474619238785204,High Risk,0.9087964531197908,dynamic_logistics
21729,,,2023-06-25 09:00:00,,0.7786709570163244,High Risk,0.9818355825878472,dynamic_logistics
21730,,,2023-06-25 10:00:00,,-0.4059143150351016,Moderate Risk,0.5357645159592536,dynamic_logistics
21731,,,2023-06-25 11:00:00,,3.184944477274124,High Risk,0.9995541795909828,dynamic_logistics
21732,,,2023-06-25 12:00:00,,-1.381148706936906,Moderate Risk,0.3722168742391447,dynamic_logistics
21733,,,2023-06-25 13:00:00,,9.359377757161594,High Risk,0.9096503004088105,dynamic_logistics
21734,,,2023-06-25 14:00:00,,2.158604074608678,Moderate Risk,0.5996056323132937,dynamic_logistics
21735,,,2023-06-25 15:00:00,,3.4509954230201423,High Risk,0.7753817256143862,dynamic_logistics
21736,,,2023-06-25 16:00:00,,8.010078378227998,Moderate Risk,0.3030551983603006,dynamic_logistics
21737,,,2023-06-25 17:00:00,,7.895301261424244,Moderate Risk,0.6613005743008824,dynamic_logistics
21738,,,2023-06-25 18:00:00,,-1.2179989575722645,High Risk,0.9999997124219764,dynamic_logistics
21739,,,2023-06-25 19:00:00,,9.7056177063767,High Risk,0.9952840235731152,dynamic_logistics
21740,,,2023-06-25 20:00:00,,0.5981549884045538,High Risk,0.96593393485103,dynamic_logistics
21741,,,2023-06-25 21:00:00,,7.80162579288962,High Risk,0.9910750846057652,dynamic_logistics
21742,,,2023-06-25 22:00:00,,8.719480811423011,Low Risk,0.2904123239336686,dynamic_logistics
21743,,,2023-06-25 23:00:00,,5.746515200275593,High Risk,0.9977675418417348,dynamic_logistics
21744,,,2023-06-26 00:00:00,,9.977977326600351,High Risk,0.9999999832255948,dynamic_logistics
21745,,,2023-06-26 01:00:00,,5.365024535926278,High Risk,0.840571462157169,dynamic_logistics
21746,,,2023-06-26 02:00:00,,9.977540812854208,Moderate Risk,0.5330603133143961,dynamic_logistics
21747,,,2023-06-26 03:00:00,,8.274874065485136,High Risk,0.985338837300111,dynamic_logistics
21748,,,2023-06-26 04:00:00,,4.614463953444695,High Risk,0.9999921211360135,dynamic_logistics
21749,,,2023-06-26 05:00:00,,7.863377992545397,High Risk,0.9963447126743132,dynamic_logistics
21750,,,2023-06-26 06:00:00,,8.613879431063156,High Risk,0.996006380284278,dynamic_logistics
21751,,,2023-06-26 07:00:00,,9.7262891684207,High Risk,0.9095129371870008,dynamic_logistics
21752,,,2023-06-26 08:00:00,,1.767200944962918,High Risk,0.8323826857164897,dynamic_logistics
21753,,,2023-06-26 09:00:00,,9.86297898491571,High Risk,0.958320528645084,dynamic_logistics
21754,,,2023-06-26 10:00:00,,9.340986082025529,High Risk,0.984854096877706,dynamic_logistics
21755,,,2023-06-26 11:00:00,,-1.8264367628282785,High Risk,0.9977260670724868,dynamic_logistics
21756,,,2023-06-26 12:00:00,,9.877921021879304,Moderate Risk,0.5335999492331065,dynamic_logistics
21757,,,2023-06-26 13:00:00,,5.114445916229013,High Risk,0.999999993222642,dynamic_logistics
21758,,,2023-06-26 14:00:00,,-1.923204940058067,High Risk,0.9910338368346968,dynamic_logistics
21759,,,2023-06-26 15:00:00,,0.4667485502897923,Moderate Risk,0.5498440563403988,dynamic_logistics
21760,,,2023-06-26 16:00:00,,9.769171027916206,High Risk,0.9456851939693084,dynamic_logistics
21761,,,2023-06-26 17:00:00,,6.873380999217462,Moderate Risk,0.6569486331243818,dynamic_logistics
21762,,,2023-06-26 18:00:00,,5.425872214131823,High Risk,0.958281540512374,dynamic_logistics
21763,,,2023-06-26 19:00:00,,9.986516813128013,High Risk,0.9999767396186824,dynamic_logistics
21764,,,2023-06-26 20:00:00,,5.835720068862447,Moderate Risk,0.5648875038085507,dynamic_logistics
21765,,,2023-06-26 21:00:00,,9.936628675113123,Moderate Risk,0.4985656950603316,dynamic_logistics
21766,,,2023-06-26 22:00:00,,-1.479342451170081,High Risk,0.7668895139122686,dynamic_logistics
21767,,,2023-06-26 23:00:00,,-1.4392336862888573,Low Risk,0.2124918085067637,dynamic_logistics
21768,,,2023-06-27 00:00:00,,-1.33647793293335,Low Risk,0.0042749388271948,dynamic_logistics
21769,,,2023-06-27 01:00:00,,-1.459145307051886,High Risk,0.9606517747966976,dynamic_logistics
21770,,,2023-06-27 02:00:00,,-0.8026277087446805,High Risk,0.7483951033541565,dynamic_logistics
21771,,,2023-06-27 03:00:00,,9.949765107311537,High Risk,0.9999999215994324,dynamic_logistics
21772,,,2023-06-27 04:00:00,,8.232579567635893,Low Risk,0.0931096172023847,dynamic_logistics
21773,,,2023-06-27 05:00:00,,9.138128920130187,High Risk,0.9999997543088116,dynamic_logistics
21774,,,2023-06-27 06:00:00,,9.051533190453137,High Risk,0.8431540227595646,dynamic_logistics
21775,,,2023-06-27 07:00:00,,8.368327643809625,High Risk,0.990901265293572,dynamic_logistics
21776,,,2023-06-27 08:00:00,,6.715195468232775,High Risk,0.998049696900522,dynamic_logistics
21777,,,2023-06-27 09:00:00,,4.7840986979315945,High Risk,0.9568382218732328,dynamic_logistics
21778,,,2023-06-27 10:00:00,,-1.0175340842775795,High Risk,0.7461926875701765,dynamic_logistics
21779,,,2023-06-27 11:00:00,,-1.927729087534867,Moderate Risk,0.6049751854661313,dynamic_logistics
21780,,,2023-06-27 12:00:00,,0.4180629078485323,High Risk,0.9999999897435958,dynamic_logistics
21781,,,2023-06-27 13:00:00,,9.974182767498604,High Risk,0.9998238656307136,dynamic_logistics
21782,,,2023-06-27 14:00:00,,8.768142090528121,High Risk,0.9973222462301524,dynamic_logistics
21783,,,2023-06-27 15:00:00,,9.999891342561172,High Risk,0.8719450794840787,dynamic_logistics
21784,,,2023-06-27 16:00:00,,8.02358017214384,High Risk,0.9999067274094108,dynamic_logistics
21785,,,2023-06-27 17:00:00,,-1.883243523051436,High Risk,0.7581321843987894,dynamic_logistics
21786,,,2023-06-27 18:00:00,,2.8394004303606053,High Risk,0.999969381324958,dynamic_logistics
21787,,,2023-06-27 19:00:00,,2.212797477597098,Low Risk,0.2152549940622217,dynamic_logistics
21788,,,2023-06-27 20:00:00,,4.194322086619589,High Risk,0.7786404884927608,dynamic_logistics
21789,,,2023-06-27 21:00:00,,-0.5850941146503814,High Risk,0.9506033889620952,dynamic_logistics
21790,,,2023-06-27 22:00:00,,8.863461195575908,High Risk,0.9983776015613042,dynamic_logistics
21791,,,2023-06-27 23:00:00,,5.236140668277815,High Risk,0.9902056361714188,dynamic_logistics
21792,,,2023-06-28 00:00:00,,9.550763267826134,Low Risk,0.2295177779381995,dynamic_logistics
21793,,,2023-06-28 01:00:00,,-0.77309280457865,Moderate Risk,0.5464541252743782,dynamic_logistics
21794,,,2023-06-28 02:00:00,,-1.5331760593250314,High Risk,0.9994996438386816,dynamic_logistics
21795,,,2023-06-28 03:00:00,,6.156132292246561,High Risk,0.7625426036377072,dynamic_logistics
21796,,,2023-06-28 04:00:00,,9.746222764843832,High Risk,0.9999786489574845,dynamic_logistics
